CityID,City,Country,Latitude,Temperature (F),Humidity %,Wind (MPH),Cloud %
1497337,Kayerkan,RU,69.35,6.73,78,13.67,56
3424934,Saint-Pierre,PM,46.77,44.6,75,12.75,40
2399831,Lekoni,GA,-1.58,77.83,100,4.72,76
1274989,Candolim,IN,15.52,88.86,78,6.4,44
3421982,Maniitsoq,GL,65.42,11.05,100,6.73,0
2510725,Tacoronte,ES,28.48,71.35,88,9.17,75
3372707,Ribeira Grande,PT,38.52,68.0,94,13.87,75
3985168,San Patricio,MX,19.22,72.03,90,4.16,64
1266416,Kodar,IN,16.98,76.39,98,1.92,48
5859699,College,US,64.86,0.52,86,7.74,1
1805857,Jieshi,CN,22.82,68.97,100,20.04,92
3412093,Vestmannaeyjar,IS,63.44,39.2,86,17.22,75
3837213,San Juan,AR,-31.54,71.8,57,5.28,0
1717512,Biasong,PH,10.24,84.2,74,9.17,20
3595255,Iztapa,GT,13.93,75.2,94,3.15,40
3461370,Imbituba,BR,-28.24,68.0,82,4.7,75
3141667,Roald,NO,62.58,44.53,75,12.75,75
1264976,Leh,IN,34.16,17.67,75,3.94,12
1801200,Haimen,CN,31.87,59.2,88,9.98,32
1786538,Yining,CN,29.04,55.33,64,2.15,92
8010683,Porto Santo,PT,33.07,68.79,68,12.75,75
898905,Sesheke,ZM,-17.48,97.63,21,7.96,12
3347019,Namibe,AO,-15.19,73.24,100,10.42,0
2100765,Angoram,PG,-4.06,74.59,100,2.48,56
101312,Turayf,SA,31.68,71.6,24,8.05,75
1054329,Vangaindrano,MG,-23.35,82.29,74,9.19,32
2206939,Bluff,NZ,-46.6,56.19,85,24.63,92
1242110,Kalmunai,LK,7.42,81.34,82,4.83,76
2120591,Tilichiki,RU,60.47,1.29,79,3.38,56
2227402,Meiganga,CM,6.52,84.04,49,5.39,44
3356832,Henties Bay,NA,-22.12,69.28,85,6.85,0
287832,Ibra,OM,22.69,76.98,55,6.62,0
6145668,Shediac,CA,46.22,41.0,93,8.05,90
2208248,Kaitangata,NZ,-46.28,49.39,93,5.84,92
1106677,Bambous Virieux,MU,-20.34,80.6,69,9.17,40
1015776,Bredasdorp,ZA,-34.53,71.6,37,26.4,0
2063036,Port Lincoln,AU,-34.72,60.78,92,14.23,92
2303611,Axim,GH,4.87,80.22,100,13.44,64
86049,Jalu,LY,29.03,82.29,41,4.72,0
336350,Goba,ET,7.01,70.99,42,6.17,44
889191,Karoi,ZW,-16.82,95.83,16,6.73,76
5855927,Hilo,US,19.71,57.72,67,5.82,1
3424901,Aasiaat,GL,68.71,20.28,100,21.16,80
1698289,Pundaguitan,PH,6.37,83.95,100,9.19,24
2020208,Ulkan,RU,57.24,12.94,52,6.4,56
1641899,Labuhan,ID,-2.54,77.29,86,2.15,56
954161,Somerset East,ZA,-32.72,70.45,30,10.31,0
4407665,Kodiak,US,39.95,46.94,79,3.36,90
175961,Mpulungu,ZM,-8.77,80.98,52,4.38,36
3361934,Saldanha,ZA,-33.01,84.2,16,10.29,0
5178195,Altoona,US,40.52,55.98,87,10.29,90
3652065,Esmeraldas,EC,-1.87,73.4,78,8.05,90
3020850,Draguignan,FR,43.54,62.69,87,3.36,92
3406545,Balsas,BR,-7.53,85.75,80,1.7,0
567774,Chudovo,RU,59.12,44.08,97,6.4,92
1056899,Sambava,MG,-14.27,78.73,98,16.58,0
2288105,Grand-Lahou,CI,5.24,85.44,93,5.95,20
696643,Poltava,UA,49.59,49.98,68,10.31,12
2374583,Bubaque,GW,11.28,89.6,66,11.41,20
3832899,Viedma,AR,-40.81,52.32,93,8.75,92
1337612,Dhidhdhoo,MV,6.88,83.91,100,5.61,0
2512186,Puerto del Rosario,ES,28.5,74.21,64,20.8,40
3571913,Marsh Harbour,BS,26.54,80.53,100,13.89,0
1275920,Bhinmal,IN,25.01,92.05,20,3.38,0
326036,Yabelo,ET,4.89,89.08,27,7.18,20
3778045,Maturin,VE,9.75,82.33,71,4.61,48
2033675,Xinmin,CN,42.0,46.4,70,4.47,0
3137971,Sogne,NO,58.08,48.2,93,3.36,75
649924,Kuusamo,FI,65.96,28.4,100,8.05,90
1485020,Znamenskoye,RU,57.13,31.39,90,14.67,88
3831208,Qaanaaq,GL,77.48,0.93,100,10.42,0
3446783,Taquari,BR,-29.79,66.85,82,8.86,0
6170031,Tuktoyaktuk,CA,69.44,8.31,100,10.42,92
2083537,Wewak,PG,-3.55,76.17,100,3.6,100
2311127,Tshela,CD,-4.99,85.03,77,4.5,8
3893629,Coquimbo,CL,-29.95,57.2,82,1.12,0
1552971,Yushan,CN,31.68,57.2,67,6.71,0
541344,Krasnyy Yar,RU,50.7,37.6,100,3.83,0
